- bodumedi	religious
nyorwa / kgalega	thirsty
nyumonia	pneumonia
nyutliliolase	nucleolus
nyutone	newton
nôtô	maul
oba	arch
obamela	worship
obatšho	overture
obola	peel
oka	nurse
okesideišene	oxidation
oketsa	increase
oketsa / tlhakanya	add
oketsa gabedi	doubling
okharina	ocarina
okhesetera ya jese	jazz orchestra
okhesetera ya semfoni	symphony orchestra
okhestramagareng	mediocre orchestra
okosaete	oxide
okosijene	oxygen
oksijenennyemethapong	hypoxia
oktheivi	octave
oli	oil
oli e e apayang / mafura a a apayang	cooking oil
oli e e tlhomameng	fixed oil
oli e tala / oli e e sa tlhotlhiwang	crude oil
oli ya khokhonate	coconut oil
oli ya khoteliva	cod liver oil
omile	dry
opa diatla / phaphatha diatla	clap
opela	sing
osoune	ozone
ota / otlhega / bopama	lose weight
othosetlelerosise	otosclerosis
otlha	twist
otlhaya	penalize
otsela	sleepiness
ouku	oak
pa'ta	accompany
paa / lefetla / sebataola	bare patch
pabalelometsi	water safety
padi	novel
pagololo	recall
paka	duration
paka	period
paka e e okeditsweng	extra time / overtime
paka pele ga tshimololosetlha	pre-season
paka ya tiro	tenure of office
pakabofitlha / pakakelamo / pakaitshubo	window period
pakaipaakanyetso / tshimololotiro	honeymoon era
pakakadimo	loan period
pakakakanyetso	grace period
pakakalafo	medication persistence
pakakgatiso	recording session
pakakgolo	boom period
pakakgwelo / setlhakgwelo	mating season
pakakitsiso	notification period / claim notification period
pakakoatwatsi	latent period / incubation period
pakakotulo / pakathobo	harvesting season / harvest time
pakamorago ga tlhaolele	post-apartheid
pakatetelo	waiting period
pakatharabologelo / pakainagano	cooling-off period
pakathuthugo	incubation period
pakatirelokgethiswa	pensionable service
pakatsamaiso	dispensation
pakatswalelo / pakatlamo	lock-in period / lock-up period
pakatuelo	payback period
pako ya tshitangwana	child-resistant packaging
palafatso	pigmentation
palafatso [sk. dipilisi]	mottling
palamente	constituent assembly
palamente	parliament
palamente / kokoanopeomolao	parliament
palamente ya seraro	tricameral parliament
pale / kota	goalpost
pale ya folaga	flagpost
palekgabaganyo / kotakgabaganyo	crossbar
palelano	deadlock
palelaruse	chrome resistance
palelo	calculation
palelo	reading
palelo / thetelelo	failure
palelo ya sebaledi	calculator calculation
palelokarolo	division calculation
palelokatiso	multiplication calculation
palelokhomphiutara	computer calculation
palelolato / palelokoloto	credit score
palelolato / palelokoloto	credit score / credit scoring
palelonolo	simple calculation
palelopotlako	quick calculation
paleloraraane	calculation problem
palelosešwa	recalculation
palelotlhakanyo	addition calculation
palelotlhomamo	constant function
palelotloso / palelontsho	subtraction calculation
palelotswako / palelotharaano	complex calculation
palema	palm tree
palo	digit / figure
palo	number
palo e e sa itsiweng kgotsa masaitsiweng	unknown number
palo nngwe le nngwe	any number
palo ya boraro	third number
palo ya go sa lekalekane / tshupane ya go sa lekalekane	index of disproportionality
palo ya masole a mmele-CD4	CD4 count
palo ya ntlha	first number
palo-phatlotekani	equivalent fraction
palobogare	middle number
paloditlhopho / palodivoutu	counting of votes
palofoko	word problem
palogale	regular figure
palogare	aggregate
palogare	average
palogare	average / mean
palogotlhe	gross
palogotlhe tlhakana	total / sum
palogotlhe ya ba ditlhopho	voting age population number
paloikarodi	prime number / prime
paloitshupo / nomoroitshupo	ID number / identity document number / identity number
palokatiso	factor
palokemedi	logarithm
palokemotatelano	ordinal number
palokganetso	negative integer
palokgolo	large number
palokwadiso	registration figure
palomafeta	uneven number / odd number
palomaleka	even number
palonokopedi	two-digit number
palophatlo	fraction
palophatlo / tesimalepotlana	smallest decimal fraction
palophatlo-sebedi	binary fraction
palophatlogale	common fraction / simple fraction / vulgar fraction
palophatlosomeng	decimal fraction
palophatlotota	proper fraction
palophokotswa	minuend
palopotlana	smallest number
palopotlana / seelopotlana	threshold
palosebedi	binary digit
palosekhutlotharo	triangular number
palosekwere	square
palosekwere	square number
palosomeng	decimal number
palotekanyetso	quota
palotlalo	integer / whole number
palotlalo	round number
palotlasetlase	lowest number
palotlhakanngwa	addend
palotlhakanyo	addition sum
palotlhaolo	code number
palotloswa / setloswa	subtrahend
palotota	actual number
palotota / palo-kgo	exact number
palotswako	number combination
pampiri	paper
pampiri e e kgomareditsweng	gummed paper
pampiri ya dikago	building paper
pampiri ya dipotso	question paper
pampirikgatisi	tracing paper
pampiritirwagape	recycled paper
pampiritlhopho / baloto	ballot paper
pampiritlhopho / baloto	ballot paper / ballot
pampiritlhopho e e gannweng / baloto e e gannweng	rejected ballot paper
pampiritlhopho e e phimotsweng / baloto e e phimotsweng	cancelled ballot paper
pampiritlhopho e e sa dirisiwang	unused ballot paper
pampiritlhopho e e sa ntshiwang / pampiritlhopho e e sa abiwang	unissued ballot paper
pampiritlhopho e e senyegileng / balototlhopho e e senyegileng	spoilt ballot
pampiritlhopho ya bosetšhaba	national ballot paper
pampiritlhopho ya kgoro / baloto ya wate / pampiritlhopho ya kutla / pampiritlhopho ya wate	ward ballot paper
pampiritlhopho ya porofense	provincial ballot paper
pampiritlhotlho	filter paper
pampiritšhelete	money order
pampiritšhelete / posootoro	postal order
pampirišawa / pampirigotlhe	sandpaper
panana	banana
panana / kobi	curler / banana kick
panašaje / kgaoganyotlhopho	panachage / vote-splitting
pankofounu / polokofounu	telephone banking
papatso	marketing
papatso ya ditlhopho tsa lekoko	party election broadcast
papatso ya sepolotiki	political advertising
papatsoditlhopho	electoral advertising
papatsoseileketeroniki	electronic advertising
papetla	chart
papetla	plate
papetla / disekhase	discus
papetla / khateboto	cardboard
papetla ya galase	glass plate / glass sheet
papetla ya maatlatsatsi	solar panel
papetlakaelo	flow chart
papetlakaelo	flow diagram / flow chart
papetlakgokanyi / papetlakopanyi	gusset plate
papetlakgomaretswa	laminated strand lumber
papetlakonopo	keyboard
papetlana / ledi	coin
papetlapalo	numeric pad
papetlaphae	pie chart
papetlatiisi	gusset plate
papetlatiro	worksheet
papetlatlase	bottom plate
papetlatshedimosetso / polaka	plaque
papetlatsheko / diseki	disc / disk
papetlotlhamalalo	direct compression
papiso	comparison
papisommino	musical idiom
papolo	crucifixion
parafene	paraffin
paralelokeramo	parallelogram
pasetele	pastel
pata / felegetsa	accompany
patadikgagane / fene	fern
paterone	pattern
patipopota	hardboard
patlisiso / potsolotso	enquiry
patlisiso / tlhotlhomiso	investigation
patlisiso / tlhotlhomiso	research
patlisiso ya bopalomathaithai / patlisiso ya bopalotharabololo	mathematical investigation
patlisisolwetse	mechanistic study
patlomaikutlo	opinion poll
patlomaikutlo pele ga ditlhopho	pre-election poll
peba	mouse
peba / maoso	mouse
pebentsho	mime
pebofatso ka motšhini	mechanical advantage
pedi	two
pediso / pelo	fermentation
peeletso / thekokgaisano	bid
peeletso / tsadiso	investment
peeletso boditšhaba thwii	foreign direct investment
peeletsoboditšhaba	foreign investment
peeletsogape	reinvestment
peeletsomadi	liquid investment
peeletsontsi	lump sum investment
peeletsopoelo	return on investment / ROI
peeletsothoto	capital outlay
peeletsothoto	equity investment
peeletsothoto	property investment
peeletsotlhakanelo / peeletsokopanelo	participation bond
peeletsotlhomamo	fixed deposit
peeletsotlole	capital investment
peeletsotšhaba	public investment
pegelo	report
pegelo / pego	report
pegelo go Ntlo	report to House
pegelo ya ngwaga	annual report
pegelo ya seteišene sa ditlhopho	voting station report / polling station report
pegelokgolo ya ditsamaiso tsa palamente / Hansata	Hansard
peipi / phaepe	pipe
peipi ya digweregwere	waste pipe
peipi ya metsi	water pipe
peipikalana	fixture branch
peipikhemisi	stack vent
peipiphemedi	conduit
peipithibedi	trap
peita	enema / clyster
pela	dassie / hyrax
pele	front
pele ga	before
pelegiso / khubamo / botsetse	confinement
pelisimolatelo	suppository
pelo	heart
pelo / mooko	kernel
pelo ya bogare / bogareng	innermost part
pelo ya logong / logong-teng	heartwood
pelokhutswane / felapelo	impatient
pelosele	nucleus
pelotshetlha / megagaru / bohula	greedy
pene ya khoki	koki pen
penele	penalty
pente	paint
pente ya PVA	PVA paint
pente ya akereliki	acrylic paint
pente ya inamele	enamel paint
pente ya phousta / pente ya senepekgolo	poster paint
pente ya seporei	spray paint
pente ya thempera	tempera paint
penterole	powder paint
peo	gamete / sex cell
peo	seed
peo	spore
peo ya mmidi / peo ya mmopo	mealie seed
peo ya sonobolomo	sunflower seed
peolwane	swallow
peomolao ya bosetšhaba	national legislature
peopepeneneng / ponatshego / pepeneneng	transparency
pepeneneng / mpaananeng	transparency
pere	pear
perekisi	peach
perimeta / sekgalatikologo	perimeter
perisimesekhutlotharo	triangular prism
petagano	congestion
pete / mogala	wick
petlo	lathe work
petsana	foal
phadisana / gaisana	compete
phaene	pine
phaephenyana / peipinyana / phipete	pipette
phagoga / phanyega	crack
phakela / moso	morning
phakwe	hawk
phakwe / segodi	falcon
phala	impala
phala / nakana	referee's whistle
phaletshe	maize porridge
phalo	beehive
phaloso / pholoso	rescue
phanele	panel
phanka	punk
phanya / thunya / thubega / phatlhoga	burst
phanyegothoba / phanyegotlhoko	cracked nipple
phaphamala	float
phaphamala / kokobala	float
phaphasela	flap
phaphathi	flat
phapogo	deflection
phapogokalafi	adverse event / AE
phaposi	chamber
phaposi ya ditherisano / phaposi ya dipuisano	bargaining chamber
phaposiboaparelo / boaparelo jwa batshameki	change room / dressing room / tog room
phaposiboaparelo / boaparelo jwa batshameki	dressing room / change room
phaposibobolokelo	cloakroom
phaposiborutelo	classroom
phaposikgasetso ya thelebišene / bogasetso jwa thelebišene	television studio
phapositlhapelo	bathroom
pharakano	traffic
pharatšhute	parachute
pharologano	difference
pharologano ya dipuo	language diversity
pharologano-potlana / phapang-potlana	smallest difference
pharologanotseno	income disparity / wage gap
pharologantsho	characteristic
pharologantsho	differential
pharologantsho / kaladiso / kanamiso	diversification
pharologantsho / ponagalo	property
pharologantsho-kgaoganyi	distributive property
pharologantshoboalo	faulting
pharologantshomantswe	timbre
pharologanyo / karologanyo	classification
pharuma	squat-jump
phasalaho / phalalo	diaspora
phasalalagote	radiation
phasalatso / kasete	gazette
phasalatso ya porofense / kasete ya porofense	provincial gazette
phasalatsorang	radioactivity
phasalatswangmarang / phasalatsamarang	radioactive
phasalatša	publish
phasalatša / bapatsa	advertise
phasta	pasta
phate / segopalwetse-tlhaelotshouto	Aids / AIDS / acquired immune deficiency syndrome
phatla / manno / lefelo / sebaka	space
phatlalatsa / phatlalala / gasana / gasagana	scatter
phatlana	weep hole
phatlha	gap
phatlha	mortice / mortise
phatlha	opening
phatlha	space
phatlha ya mosele	scupper / scupper hole
phatlhafatso	fenestration
phatlhaino	tooth cavity
phatlhalatsa	disperse
phatlhalatso	diffusion
phatlhatiro	vacancy
phatlhatironakwana	casual vacancy
phato	blotter
phatsa	splint
phatsana	splinter
phediso ya kgotlhang / tharabololo ya kgotlhang	conflict resolution
phefisi	casement
phefo	wind
phefophokelantlhanngwe	prevailing wind
phegelwana	comma
phegelwanasomeng	decimal comma
phegisana	challenge
phegisano	challenge
phekola / alafa	treat
phekolo / kalafo	treatment
phekolo / mokgwakalafo	treatment
phelehu	ram
pheleletsotuelo	settlement
phelophepa ya sebele	personal hygiene / personal cleanliness
phenisilini	penicillin
phenkwine	penguin
phenyo / tlholo	victory
phepa	pure
phepafatsa	recycle
phepafatsa / tlhwekisa	purify
phepafatso	aseptic processing
phepafatso	recycling
phepafatso / tlhwekiso	purification
phepelotlase	malnutrition
phepesini	pepsin
phepo / kotlô	nutrition
phepo ka lebotlolo	bottle-feeding
phepo ya lesea	baby feeding / infant feeding
phepo ya lesea ka mašwi a lerole	baby milk powder feeding / formula feeding
phepokemisetso	replacement feeding
phepotlaleletso	complementary feeding
phera	sepsis
pherogosebete / petogo / tshelelego	nausea
phesente	percent
phesodi	crane
phesodi	elevator / lift
phetale	petal
phetelo / tshenyegelo	miscarriage
phetetso	transmission
phetetsomogare	viral transmission
phetetsongwaneng	mother-to-child transmission / MTCT / vertical transmission
phetisabothitho	thermal conductivity
phetisatsibosi	signal distribution
phetisetso	rollover
phetisi	transmitter
phetisi / lefetiso	surplus
phetisithoto	transfer of asset
phetiso	excess
phetiso	transmission
phetiso ya mothamo / phetiso ya tekanyetsamolemo	overdose
phetisoithaopo	voluntary excess
phetisomaatla	energy transfer
phetisomadi	cash transfer
phetisomogolo / phetisotuelo	wage drift
phetisotheo	basic excess
phetlho	generation
phetodi	agent
phetodi	effect
phetogo	conversion
phetogo	transformation
phetogo ya sekhemikhale	chemical reaction
phetogobosa	weather change
phetogobosika	mutation
phetogokemoboitekanelo / phetogakemopholo / phetogo ya masole a mmele	sero-conversion
phetogomaitsholo	behaviour change
phetogophetogo / taologo	elasticity
phetogopopego	metamorphosis
phetogosenya	gradual change
phetolamowa	air conditioning
phetolelo	conversion
phetolelothefoso	substitution
phetolo	endorsement
phetolo	reform
phetolo / phetogo	amendment
phetolo / pitikololo	inverse
phetolomelelwane ka tsietso	gerrymandering
phetolomotlakase	electrolysis
phetophetogotlhotlhwa / taologotlhotlhwa	price elasticity
phetotekano	excess
phešwana	cool air
phešwana e e tsididi / komelelo	draught
phešwanafatshe	land breeze
phešwanawatle	sea breeze
phikolo	piccolo
philo	kidney
phimola	clear
phimola	delete / erase
phimola molato / tlosa molato	write off
phimolakeledi / tlhatswadiatla	compensation
phimolokwadiso	deregistration
phini / setomedi	pin
phini ya phanele	panel pin
phiphiela / kgobela	heap
phiramiti	pyramid
phiri	hyena
phirimoletsatsi	sunset
phiritine	pyridine
phiruwete	pirouette
phisega / šwegašwega	anxious
phisegelo	quest
phisegelommino	musical ambition
phisomotlakase	electrical burn
phitlhelapeditekelelo	double-blind study
phitlhelelo	achievement
phitlhelelo	milestone
phitlhelelo / temogo	finding
phitlho / poloko	funeral
phitswaselaole / phitswaperese / bofitshwaselaole	purple brown colour
phodiso ya setso / kalafi ya setso	traditional healing
phofisikgwebo / tirelophofokgwebo	commercial airline
phoka	condensate
phokafalo	condensation
phokafatsa	condense
phokoje	fox
phokoje	red fox
phokojwe	jackal
phokoletso	rebate
phokoletsotlaleletso	secondary rebate
phokotsegotheleso / phokotsegotlamelo	supply decrease
phokotsegotlhokego	demand decrease
phokotso	discount
phokotsoboleng	devaluation
phokotsothamo	decreasing dosage / tapering dosage
pholima	polymer
pholimafatso	polymerisation
pholio	polio / poliomyelitis
pholiporopeline	polypropylene
pholiseterene	polystyrene
pholisi / maikemisetso	policy
pholisikgokaganyo	linked policy
pholisimadi	monetary policy
pholisipakatshelo	endowment policy
pholisiphetotuelelo	paid-up policy
pholisiphimotsweng	lapsed policy
pholisitlotlo	fiscal policy
pholisitshelo	life policy / life insurance policy
pholo / boitekanelo	health
phologa	survive
phologo	survival
phologolo	animal
phologolo e e fodileng / phologolo e e itekanetseng	healthy animal
phologolo seyamoribe	endangered animal
phologolo ya bosigo	night animal
phologologae / seruiwa	domestic animal
phologolotiriswa	working animal
pholosa / falotsha	rescue
pholosetsotlase / pholosomaemo / tigomaemo	relegation
phoni	pony
phonsešia	poinsettia
phontšha / pontšha	deflate
phopholego / kutlotshwaro	texture
phopholetsodipholotlhopho / kabakanyetsodipholotlhopo	exit poll
phophoma / khurumetsa	overwhelm
phoraphora	body caressing
phoraphora	caress
phoraphora	petting
phoraphoranokgolo	heavy petting
phoromotlhaba	sand casting
phororo	rapid
phororo	waterfall
phoso	error / mistake / fault
phoso	fault
phoso / kgoreletso	infringement / violation
phoso ya ditlhopho	voting irregularity
phoso ya ka bomo / phoso ka maikaelelo	professional foul
phosokgolo	major irregularity
phosopalelo	counting irregularity
phosopilising	capping
phosotekanyetso	error of parallax
phoswana	minor irregularity
phothasiamo	potassium / K
phouseta	poster
phufudi	steam
phufudi	vapour
phufulelo / phufulo	transpiration
phufulobosigo	night sweat
phulo / mafulo	grassland
phunyeletsa / tswelelela / tlhagelela	protrude
phunyo	bradawl
phuthego	congregation
phuthela	packaging
phuthela / potoka	wrap
phutlhamisotatelano / phomotatelano	progressive collapse
phutlhamo / kgatelelo	depression
phutlhamo / khumanego	bankruptcy
